,problemId,title,tags,acceptedUserCount,averageTries,level
758,1765,닭싸움 팀 정하기,"['data_structures', 'graphs', 'disjoint_set']",277,2.4368,15
759,1766,문제집,"['data_structures', 'graphs', 'priority_queue', 'topological_sorting']",6070,2.1072,14
760,1767,N-Rook II,"['dp', 'combinatorics', 'math']",207,2.5362,18
761,1768,Center of symmetry,"['sorting', 'geometry']",5,1,8
762,1769,3의 배수,"['recursion', 'string', 'implementation']",1856,3.3109,6
763,1770,배수와 약수의 개수,"['primality_test', 'case_work', 'number_theory', 'pollard_rho', 'math', 'miller_rabin']",37,2.7027,22
764,1771,카드 묶음,[],39,2.9231,13
765,1772,정원 정리,"['dp_tree', 'dp', 'trees']",68,1.6765,19
766,1773,폭죽쇼,"['math', 'implementation']",1877,2.1188,4
767,1774,우주신과의 교감,"['graphs', 'mst']",2310,3.2909,13
768,1775,ASCII Labyrinth,[],2,1,0
769,1776,깜짝 선물,[],2,21.5,0
770,1777,순열복원,"['data_structures', 'binary_search', 'segtree']",434,1.447,16
771,1778,Ubiquitous Religions,"['data_structures', 'bfs', 'dfs', 'graph_traversal', 'disjoint_set', 'graphs']",18,1.2222,10
772,1779,Text Formalization,[],2,6.5,0
773,1780,종이의 개수,"['recursion', 'divide_and_conquer']",11491,1.6935,9
774,1781,컵라면,"['data_structures', 'greedy', 'priority_queue']",1444,3.2562,14
775,1782,거울 숫자,"['math', 'dp', 'combinatorics', 'implementation']",16,7.9375,17
776,1783,병든 나이트,"['greedy', 'case_work', 'implementation']",3707,2.3205,7
777,1784,팰린드롬 인코딩,['ad_hoc'],12,2.75,14
778,1785,팀 사모예드의 신작,"['dp', 'backtracking', 'math']",43,3.3721,18
779,1786,찾기,"['string', 'kmp']",5022,3.3624,16
780,1787,문자열의 주기 예측,"['string', 'kmp']",272,3.4596,19
781,1788,피보나치 수의 확장,"['dp', 'math']",1640,3.1683,9
782,1789,수들의 합,"['greedy', 'math']",9055,2.3128,6
783,1790,수 이어 쓰기 2,"['math', 'implementation']",1216,3.1151,10
784,1791,Queuing at the doctors,[],0,0,0
785,1792,공약수,"['prefix_sum', 'mobius_inversion', 'number_theory', 'math']",109,5.8073,21
786,1793,타일링,"['dp', 'arbitrary_precision']",1496,3.2025,10
787,1795,마알,"['graph_traversal', 'graphs', 'bfs', 'implementation']",80,4.525,13
788,1796,신기한 키보드,['dp'],190,2.5053,11
789,1797,균형잡힌 줄서기,"['sorting', 'data_structures', 'prefix_sum', 'hash_set']",95,2.3684,14
790,1798,원뿔좌표계상의 거리,"['geometry_3d', 'geometry']",66,4.4848,15
791,1799,비숍,['backtracking'],2616,4.1911,15
792,1800,인터넷 설치,"['binary_search', 'graphs', 'dijkstra']",412,3.0825,15
793,1801,직사각형 만들기,"['dp', 'knapsack']",120,4.1583,17
794,1802,종이 접기,"['string', 'divide_and_conquer']",293,2.843,9
795,1803,무술 연습,[],38,2.9211,0
796,1804,랩싸기,['dp'],34,2.4706,18
797,1805,나무수송,"['dp_tree', 'dp', 'trees']",47,2.6383,22
798,1806,부분합,['two_pointer'],8607,3.969,12
799,1807,척 노리스,[],8,1.75,0
800,1808,숌작업,[],3,1,0
801,1809,성냥 팔이 소녀 숌,[],4,3.25,0
802,1810,징검다리 달리기 2,"['graphs', 'geometry', 'dijkstra']",139,5.4317,13
803,1811,Adjacent Mastermind,"['greedy', 'string', 'implementation']",23,2.3913,5
804,1812,사탕,"['bruteforcing', 'math']",508,1.4508,7
805,1813,논리학 교수,['ad_hoc'],337,2.5757,4
806,1814,지붕 색칠하기,"['dp_tree', 'dp', 'trees']",38,3.1842,19
807,1815,방송국,[],5,1.2,0
808,1816,암호 키,"['bruteforcing', 'number_theory', 'math']",343,1.4227,6
809,1817,짐 챙기는 숌,"['greedy', 'implementation']",385,3.0208,6
810,1818,책정리,['lis'],440,1.5705,14
811,1819,불끄기,[],8,2,0
812,1820,Partitioning for fun and profit,[],0,0,0
813,1821,수들의 합 6,['bruteforcing'],158,1.6772,10
814,1822,차집합,"['sorting', 'data_structures', 'tree_set']",1348,2.4273,7
815,1823,수확,['dp'],119,2.1261,13
816,1824,도미노,"['graphs', 'bipartite_matching']",31,3.1613,17
817,1825,순열 만들기,"['constructive', 'greedy', 'implementation']",15,2.8,18
818,1826,연료 채우기,"['sorting', 'data_structures', 'greedy', 'priority_queue']",952,3.4622,13
819,1827,여행가이드,"['bruteforcing', 'geometry']",17,2.6471,14
820,1828,Traveling Salesman,"['graph_traversal', 'graphs', 'bfs']",10,2,12
821,1829,사탕 항아리,"['data_structures', 'bitmask', 'segtree', 'math', 'constructive', 'implementation']",24,4.2083,17
822,1830,거리,"['data_structures', 'divide_and_conquer', 'sweeping', 'convex_hull', 'geometry', 'rotating_calipers']",12,3.8333,20
823,1831,과수원,[],1,5,0
824,1832,카우보이,"['dp_bitfield', 'dp', 'bitmask']",6,4.3333,19
825,1833,고속철도 설계하기,"['graphs', 'mst']",100,2,13
826,1834,나머지와 몫이 같은 수,['math'],2925,2.3484,5
827,1835,카드,"['data_structures', 'deque', 'implementation']",205,1.4585,7
828,1836,트리의 가짓수 세기,"['dp_tree', 'dp', 'trees']",80,2.7375,18
829,1837,암호제작,"['bruteforcing', 'arbitrary_precision', 'math']",1681,3.8513,3
830,1838,버블 정렬,['sorting'],321,2.6947,14
831,1839,트리 모델 만들기,"['dp', 'dfs', 'graph_traversal', 'binary_search', 'trees', 'dp_tree', 'graphs']",26,2.9615,22
832,1840,스도쿠,"['simulation', 'backtracking', 'implementation']",41,6.6829,15
833,1841,군사 배치,"['mfmc', 'flow', 'binary_search', 'dijkstra', 'graphs', 'stoer_wagner']",15,3.4,24
834,1842,게임하기,"['game_theory', 'sprague_grundy']",22,6.1364,25
835,1843,방정식,"['sieve', 'primality_test', 'number_theory', 'math']",65,2.3231,12
836,1844,농지 정리,[],5,1.4,0
837,1845,배열 회전,"['permutation_cycle_decomposition', 'graphs', 'scc', 'math']",1,1,30
838,1846,장기,['constructive'],66,3.4545,12
839,1847,볼록다각형 만들기,[],9,4.2222,0
840,1848,동굴 탐험,"['graphs', 'divide_and_conquer', 'dijkstra']",186,5.9785,21
841,1849,순열,"['data_structures', 'binary_search', 'segtree']",807,1.8154,16
842,1850,최대공약수,"['euclidean', 'number_theory', 'math']",4252,3.143,9
843,1851,추 정렬하기,"['permutation_cycle_decomposition', 'greedy']",128,1.7891,21
844,1852,수 묶기,"['dp_bitfield', 'dp', 'bitmask']",41,2.6585,16
845,1853,정사영,"['geometry_3d', 'geometry', 'math', 'calculus', 'implementation']",23,3.3043,20
846,1854,K번째 최단경로 찾기,"['data_structures', 'graphs', 'dijkstra']",1940,2.8979,17
847,1855,암호,"['string', 'implementation']",608,1.5526,5
848,1856,단어 게임,['dp'],50,1.98,14
849,1857,발레리노,"['dp', 'bfs', 'graph_traversal', 'dijkstra', 'graphs']",115,4.8609,21
850,1858,기울기가 가장 큰 두 점,"['sorting', 'geometry', 'math']",44,5.6136,16
851,1859,성적,"['segtree', 'data_structures', 'cht']",25,4.32,23
852,1860,거미줄,[],1,6,19
853,1861,경로 찾기,[],0,0,0
854,1862,미터계,['math'],55,1.5091,8
855,1863,스카이라인 쉬운거,"['data_structures', 'greedy', 'stack']",371,2.531,11
856,1864,문어 숫자,"['arithmetic', 'string', 'math', 'implementation']",1158,1.3817,4
857,1865,웜홀,"['graphs', 'bellman_ford']",3480,4.5086,13
858,1866,택배,"['sorting', 'prefix_sum', 'dp']",406,2.6404,16
859,1867,돌멩이 제거,['bipartite_matching'],984,1.7693,18
860,1868,보물찾기,"['dp_tree', 'greedy', 'dp', 'trees']",60,3.55,26
861,1869,육각형,[],2,2,0
862,1870,지붕 제작,[],1,2,0
863,1871,좋은 자동차 번호판,"['string', 'implementation']",1510,1.5675,4
864,1872,로마 숫자,[],6,7,0
865,1873,색종이 자르기,['geometry'],7,9.5714,21
866,1874,스택 수열,"['data_structures', 'stack']",20777,2.7867,8
867,1875,테트리스,"['dp', 'implementation']",16,4.9375,14
868,1876,튕기는 볼링공,"['geometry', 'math']",16,3.75,8
869,1877,끔찍한 수열,[],8,2.75,0
870,1878,천칭 저울,"['constructive', 'case_work', 'trees', 'math']",5,1.6,15
871,1879,부끄러운 다각형,"['line_intersection', 'point_in_non_convex_polygon', 'geometry']",1,2,21
872,1880,Big Brother,[],3,2,0
873,1881,공 바꾸기,['greedy'],10,1.6,14
874,1882,분수 찾기,[],5,3.8,0
875,1884,고속도로,"['graphs', 'dp', 'dijkstra']",138,3.6522,15
876,1885,비부분수열,['greedy'],51,2.2157,12
877,1886,프리즌 브레이크,"['bfs', 'bipartite_matching', 'graph_traversal', 'binary_search', 'graphs']",70,5.8571,22
878,1887,Cow Pizza,"['bruteforcing', 'bitmask']",47,1.2128,13
879,1888,곰팡이,[],7,2.5714,0
880,1889,선물 교환,[],2,1,0
881,1890,점프,['dp'],7707,3.4474,9
882,1891,사분면,"['geometry', 'math']",308,3.1851,12
883,1892,가위바위보,"['combinatorics', 'math']",18,3.5,15
884,1893,시저 암호,"['bruteforcing', 'string', 'kmp']",285,2.8526,16
885,1894,4번째 점,"['geometry', 'implementation']",74,3.0811,5
886,1895,필터,"['bruteforcing', 'sorting']",370,1.2324,7
887,1896,파급효과,"['bfs', 'dfs', 'graph_traversal', 'graphs', 'implementation']",10,1.1,14
888,1897,토달기,"['data_structures', 'dp', 'bfs', 'dfs', 'graph_traversal', 'string', 'hash_set', 'graphs']",36,2.9444,11
889,1898,이전 수열은 어떤 수열일까,['greedy'],86,1.8023,14
890,1899,월드인의 공부 스타일,[],2,2,0
891,1900,레슬러,['sorting'],113,1.4602,8
892,1901,논리식,"['string', 'parsing']",14,2.1429,19
893,1902,špilja,"['binary_search', 'geometry', 'math']",37,2.2162,13
894,1904,01타일,['dp'],15456,3.0729,8
895,1905,상자 쌓기,"['data_structures', 'segtree', 'implementation']",61,5.0328,16
896,1906,자리 바꾸기,[],3,4,0
897,1907,탄소 화합물,"['bruteforcing', 'string', 'parsing', 'implementation']",172,1.5988,6
898,1908,곱셈 전개식,"['combinatorics', 'math']",38,4,16
899,1909,냄새 싫어,"['data_structures', 'cht', 'graph_traversal', 'binary_search', 'graphs']",63,5.6984,22
900,1910,위닝,"['linear_algebra', 'math', 'gaussian_elimination']",7,1.2857,21
901,1911,흙길 보수하기,"['sorting', 'sweeping']",753,2.5963,10
902,1912,연속합,['dp'],23165,3.037,9
903,1913,달팽이,['implementation'],3030,2.0644,7
904,1914,하노이 탑,"['recursion', 'arbitrary_precision']",2790,4.1842,9
905,1915,가장 큰 정사각형,['dp'],6285,3.411,12
906,1916,최소비용 구하기,"['graphs', 'dijkstra']",9357,3.113,11
907,1917,정육면체 전개도,"['simulation', 'implementation']",182,2.6758,15
908,1918,후위 표기식,"['data_structures', 'stack']",6587,3.0033,13
909,1919,애너그램 만들기,"['string', 'implementation']",3422,1.6362,4
910,1920,수 찾기,"['data_structures', 'binary_search', 'tree_set']",25499,3.3161,7
911,1921,트리와 쿼리 20,"['link_cut_tree', 'trees']",2,2.5,29
912,1922,네트워크 연결,"['graphs', 'mst']",9236,1.6528,12
913,1924,2007년,['implementation'],30131,2.1078,5
914,1925,삼각형,"['geometry', 'implementation']",148,2.5135,6
915,1926,그림,"['graph_traversal', 'graphs', 'bfs', 'dfs']",3996,2.3599,10
916,1927,최소 힙,"['data_structures', 'priority_queue']",14437,2.0435,9
917,1928,게임고안,[],3,1.6667,0
918,1929,소수 구하기,"['sieve', 'primality_test', 'number_theory', 'math']",30775,3.7345,8
919,1930,정사면체,"['math', 'implementation']",105,3,13
920,1931,회의실 배정,"['sorting', 'greedy']",24649,3.4112,9
921,1932,정수 삼각형,['dp'],25030,1.7067,10
922,1933,스카이라인,"['tree_set', 'data_structures', 'sweeping', 'priority_queue']",448,3.0647,15
923,1934,최소공배수,"['euclidean', 'number_theory', 'math']",18599,1.7041,6
924,1935,후위 표기식2,"['data_structures', 'stack']",4843,2.0981,8
925,1936,재미있는 수학 문제,"['number_theory', 'fft', 'math']",4,4.5,24
926,1937,욕심쟁이 판다,"['graph_traversal', 'graphs', 'dp', 'dfs']",6674,3.343,13
927,1938,통나무 옮기기,"['graph_traversal', 'graphs', 'bfs', 'implementation']",1659,3.3562,14
928,1939,중량제한,"['data_structures', 'bfs', 'graph_traversal', 'binary_search', 'disjoint_set', 'graphs']",3725,4.0188,12
929,1940,주몽,"['sorting', 'two_pointer']",2125,2.0249,7
930,1941,소문난 칠공주,"['bruteforcing', 'bfs', 'dfs', 'graph_traversal', 'backtracking', 'graphs']",2060,2.0791,13
931,1942,디지털시계,"['string', 'simulation', 'math', 'parsing', 'implementation']",355,1.9606,4
932,1943,동전 분배,"['dp', 'knapsack']",184,5.2065,13
933,1944,복제 로봇,"['graph_traversal', 'graphs', 'mst', 'bfs']",691,3.9493,14
934,1945,직사각형,"['sorting', 'sweeping']",109,2.0826,15
935,1946,신입 사원,"['sorting', 'greedy']",8137,3.1534,10
936,1947,선물 전달,"['dp', 'combinatorics', 'math']",940,2.116,14
937,1948,임계경로,"['graph_traversal', 'graphs', 'topological_sorting']",1562,3.3502,16
938,1949,우수 마을,"['dp_tree', 'dp', 'trees']",1760,1.9585,14
939,1950,지도,[],2,6.5,0
940,1951,활자,['math'],228,2.5175,8
941,1952,달팽이2,"['math', 'implementation']",1203,1.8579,4
942,1953,팀배분,"['graph_traversal', 'graphs', 'bfs', 'dfs']",362,2.3204,11
943,1954,화학실험,['bruteforcing'],39,2.4872,12
944,1955,수식 표현,['dp'],62,5.0968,14
945,1956,운동,"['floyd_warshall', 'graphs']",3401,2.292,12
946,1957,앉았다 일어나기,"['ad_hoc', 'combinatorics', 'math']",17,2,20
947,1958,LCS 3,"['string', 'dp']",2303,1.9757,13
948,1959,달팽이3,"['case_work', 'math']",164,3.5244,13
949,1960,행렬만들기,"['sorting', 'flow', 'greedy']",128,3.3516,13
950,1963,소수 경로,"['primality_test', 'bfs', 'graph_traversal', 'number_theory', 'math', 'graphs', 'sieve']",4801,1.7426,12
951,1964,"오각형, 오각형, 오각형…",['math'],3312,2.1643,3
952,1965,상자넣기,['dp'],5839,2.0555,9
953,1966,프린터 큐,"['queue', 'data_structures', 'simulation', 'implementation']",18366,1.7451,8
954,1967,트리의 지름,"['graph_traversal', 'graphs', 'dfs', 'trees']",7196,2.3039,12
955,1968,우체부,[],10,2.5,0
956,1969,DNA,"['bruteforcing', 'string', 'implementation']",2565,1.7462,6
957,1970,건배,['dp'],165,2.7273,16
958,1971,High Spies,[],0,0,0
959,1972,놀라운 문자열,"['data_structures', 'string', 'hash_set', 'implementation']",456,1.6732,8
960,1973,버스 노선,[],2,14,0
961,1974,Jump Jump Championship,['lis'],19,1.7895,16
962,1975,Number Game,"['number_theory', 'math']",589,2.6027,3
963,1976,여행 가자,"['graph_traversal', 'data_structures', 'graphs', 'disjoint_set']",5900,2.6449,12
964,1977,완전제곱수,"['math', 'implementation']",8802,2.0702,5
965,1978,소수 찾기,"['sieve', 'primality_test', 'number_theory', 'math']",40457,2.1041,7
966,1979,극적인 곱셈,"['arbitrary_precision', 'math']",78,3.2179,16
967,1980,햄버거 사랑,"['bruteforcing', 'implementation']",144,2.4514,7
968,1981,배열에서 이동,"['graph_traversal', 'binary_search', 'bfs', 'graphs']",1054,4.186,15
969,1982,호텔예약,"['dp', 'knapsack']",29,4.4138,17
970,1983,숫자 박스,['dp'],331,3.6375,14
971,1985,디지털 친구,['bruteforcing'],50,2.72,7
972,1986,체스,['implementation'],447,2.2438,9
973,1987,알파벳,"['graph_traversal', 'graphs', 'dfs', 'backtracking']",13300,3.4144,12
974,1988,낮잠 시간,['dp'],69,2.2609,12
975,1989,부분배열 고르기 2,"['data_structures', 'divide_and_conquer', 'prefix_sum', 'stack', 'segtree']",179,3.0335,16
976,1990,소수인팰린드롬,"['sieve', 'primality_test', 'number_theory', 'math']",618,4.1424,11
977,1991,트리 순회,"['recursion', 'trees']",15375,1.5304,10
978,1992,쿼드트리,"['recursion', 'divide_and_conquer']",13199,1.6419,10
979,1993,경주,"['dp', 'mitm']",9,1.4444,21
980,1994,등차수열,"['sorting', 'data_structures', 'binary_search', 'dp']",302,3.7384,16
981,1995,폐쇄회로,[],5,2.8,0
982,1996,지뢰 찾기,['implementation'],566,1.6413,5
983,1997,박스포장,['implementation'],17,1.5294,10
984,1998,이미지 압축,[],18,5.9444,0
985,1999,최대최소,"['segtree', 'data_structures', 'deque']",76,2.6579,17
986,2000,책장제작,[],12,3.9167,0
987,2001,보석 줍기,"['graph_traversal', 'graphs', 'bitmask', 'bfs']",253,4.5257,15
988,2002,추월,"['data_structures', 'string', 'hash_set', 'implementation']",1088,2.2013,10
989,2003,수들의 합 2,['two_pointer'],10078,2.0479,8
990,2004,조합 0의 개수,"['number_theory', 'math']",7358,3.4459,9
991,2005,사발,"['bruteforcing', 'dp', 'case_work', 'line_intersection', 'combinatorics', 'geometry', 'math']",6,2.5,18
992,2006,Chemistry 101,"['string', 'parsing']",10,2.1,12
993,2007,수들의 합 3,"['ad_hoc', 'sorting', 'backtracking', 'math']",32,6.375,17
994,2008,사다리 게임,['dp'],146,2.9589,16
995,2010,플러그,"['arithmetic', 'math', 'implementation']",6953,1.7328,3
996,2011,암호코드,['dp'],5098,5.074,11
997,2012,등수 매기기,"['sorting', 'greedy']",1870,2.7193,8
998,2013,선그리기,"['line_intersection', 'data_structures', 'disjoint_set', 'geometry']",16,11.0625,12
999,2014,소수의 곱,"['data_structures', 'priority_queue', 'number_theory', 'math']",1951,4.3649,15
1000,2015,수들의 합 4,"['data_structures', 'prefix_sum', 'tree_set']",598,2.9097,11
1001,2016,미팅 주선하기,"['bruteforcing', 'simulation', 'implementation']",44,3.25,10
1002,2017,울타리,"['sweeping', 'geometry', 'implementation']",7,4,21
1003,2018,수들의 합 5,"['two_pointer', 'math']",1106,1.8571,6
1004,2019,다각형개수,"['data_structures', 'bfs', 'dfs', 'graph_traversal', 'line_intersection', 'tree_set', 'geometry', 'hash_set', 'graphs']",15,2.3333,13
1005,2020,부분 염기서열,"['hashing', 'string']",33,4.3636,16
1006,2021,최소 환승 경로,"['graph_traversal', 'graphs', 'bfs']",229,4.3624,15
1007,2022,사다리,"['binary_search', 'pythagoras', 'geometry', 'math']",916,1.8624,10
1008,2023,신기한 소수,"['primality_test', 'number_theory', 'backtracking', 'math']",2465,2.1692,11
1009,2024,선분 덮기,"['sorting', 'greedy', 'sweeping']",102,3.9902,13
1010,2025,나이트투어,[],2,16,0
1011,2026,소풍,['backtracking'],395,4.3139,13
1012,2027,가장 큰 L,"['data_structures', 'greedy', 'stack']",7,2.4286,18
1013,2028,자기복제수,['math'],669,1.6263,4
1014,2029,성냥,['implementation'],46,1.2826,6
1015,2030,Burger King,[],0,0,0
1016,2031,이 쿠키 달지 않아!,"['binary_search', 'dp']",39,4,14
1017,2032,피라미드,"['data_structures', 'prefix_sum', 'sliding_window', 'priority_queue', 'implementation']",8,2,18
1018,2033,반올림,"['math', 'implementation']",1284,2.6449,5
1019,2034,반음,['implementation'],67,2.4776,6
1020,2035,증가수열,[],12,1.9167,0
1021,2036,수열의 점수,"['sorting', 'greedy']",256,4.0664,10
1022,2037,문자메시지,"['string', 'implementation']",486,2.428,4
1023,2038,골롱 수열,"['dp', 'math']",298,2.2617,14
1024,2039,뱀 찾기,[],5,4,0
1025,2040,수 게임,[],6,1,0
1026,2041,숫자채우기,['constructive'],38,1.6579,21
1027,2042,구간 합 구하기,"['data_structures', 'segtree']",6503,4.2219,15
1028,2043,수 묶기,[],9,3.7778,0
1029,2044,windows,"['sorting', 'implementation']",94,3.3191,12
1030,2045,마방진,['implementation'],92,3.4565,12
1031,2046,이어달리기,[],0,0,0
1032,2047,미로,['graphs'],8,3.625,17
1033,2049,가장 먼 두 점,"['rotating_calipers', 'geometry', 'convex_hull']",85,3.0118,18
1034,2050,타일 게임,[],1,1,0
1035,2051,최소 버텍스 커버,['bipartite_matching'],109,2.1927,19
1036,2052,지수연산,"['arbitrary_precision', 'math']",536,2.5373,4
1037,2053,반직선,[],6,5.8333,0
1038,2054,계산 문제,"['recursion', 'data_structures', 'stack', 'string', 'implementation']",19,2.4737,18
1039,2055,삼각형 찾기,['math'],26,4.3846,15
1040,2056,작업,"['graphs', 'dp', 'topological_sorting']",3035,2.3443,12
1041,2057,팩토리얼 분해,['math'],302,3.5331,6
1042,2058,원자의 에너지,"['dp_tree', 'dp', 'trees']",20,3.45,13
1043,2059,작업 순서,[],2,5.5,0
1044,2060,염소 줄서기,"['dp', 'parametric_search', 'combinatorics', 'math']",17,3.7647,22
1045,2061,좋은 암호,"['bruteforcing', 'arbitrary_precision']",500,2.17,3
1046,2062,곱하기 게임,[],4,6,0
1047,2063,철사 연결,['sorting'],22,4.5,8
1048,2064,IP 주소,"['bitmask', 'implementation']",247,3.0526,13
1049,2065,나룻배,"['queue', 'data_structures', 'implementation']",73,6.1233,15
1050,2066,카드놀이,['dp'],142,2.0423,15
1051,2067,엘리베이터,[],8,5.75,0
1052,2068,자전거 경주,[],2,1,0
1053,2069,보이는 산맥,"['sorting', 'sweeping']",32,2.625,15
1054,2070,목걸이 수열,"['greedy', 'string']",21,2.1905,15
1055,2071,바둑,"['graph_traversal', 'graphs', 'backtracking', 'implementation']",4,40.75,21
1056,2072,오목,['implementation'],309,3.4045,9
1057,2073,수도배관공사,"['dp', 'knapsack']",180,2.8278,12
1058,2074,거듭제곱 계산하기,"['graph_traversal', 'graphs', 'precomputation', 'bfs']",34,2.3529,15
1059,2075,N번째 큰 수,"['sorting', 'data_structures', 'priority_queue']",3706,2.5251,11
1060,2076,2차원 벡터,"['sweeping', 'two_pointer', 'geometry', 'math', 'sorting', 'implementation']",33,6.1212,20
1061,2078,무한이진트리,"['trees', 'math']",352,2.5114,8
1062,2079,팰린드롬,['dp'],360,2.3194,15
1063,2080,겹치는 선분,[],13,2.9231,19
1064,2081,저울추,"['floyd_warshall', 'graphs', 'bellman_ford']",4,1.5,20
1065,2082,시계,"['bruteforcing', 'simulation', 'implementation']",135,1.4222,7
1066,2083,럭비 클럽,['implementation'],611,1.4828,4
1067,2084,차수열,[],12,1.25,0
1068,2085,진법,[],5,5.4,0
1069,2086,피보나치 수의 합,"['exponentiation_by_squaring', 'math']",565,2.908,15
1070,2087,암호문,"['bitmask', 'mitm']",67,3.5821,15
1071,2088,트리의 개수,[],25,2,0
1072,2089,-2진수,"['number_theory', 'math']",2812,2.1796,7
1073,2090,조화평균,"['euclidean', 'math', 'number_theory', 'implementation']",203,3.0837,7
1074,2091,동전,"['bruteforcing', 'greedy', 'dp']",203,4.936,13
1075,2092,집합의 개수,['dp'],232,2.431,14
1076,2093,괄호 제거,[],6,5.8333,12
1077,2094,강수량,"['data_structures', 'coordinate_compression', 'case_work', 'segtree', 'sparse_table']",178,5.5225,18
1078,2095,티켓,['greedy'],11,7,18
1079,2096,내려가기,"['dp', 'sliding_window']",6736,2.7268,12
1080,2097,조약돌,['math'],255,2.5098,5
1081,2098,외판원 순회,"['dp_bitfield', 'dp', 'bitmask', 'tsp']",5237,3.3353,15
1082,2099,The game of death,"['graphs', 'exponentiation_by_squaring', 'math']",236,2.4576,15
1083,2100,감시 로봇,[],7,5.8571,0
1084,2101,이미지의 에너지,[],4,6.25,0
1085,2102,보석 줍기,"['prefix_sum', 'binary_search', 'math']",56,4.8393,17
1086,2103,직교다각형 복원,"['sorting', 'geometry']",157,2.2611,8
1087,2104,부분배열 고르기,"['data_structures', 'divide_and_conquer', 'segtree', 'stack']",1233,3.7356,16
1088,2105,꼬리달린 박성원숭이,"['data_structures', 'smaller_to_larger', 'disjoint_set', 'graphs', 'offline_queries']",23,3.8696,17
1089,2106,흑염소 감금하기,[],7,1.2857,0
1090,2107,포함하는 구간,"['bruteforcing', 'prefix_sum', 'sorting', 'implementation']",75,2.1467,12
1091,2108,통계학,"['sorting', 'math', 'implementation']",12879,3.9145,8
1092,2109,순회강연,"['sorting', 'data_structures', 'greedy', 'priority_queue']",1634,2.7632,13
1093,2110,공유기 설치,"['binary_search', 'parametric_search']",9107,2.5966,11
1094,2111,선인장,"['cactus', 'graphs', 'biconnected_component', 'arbitrary_precision']",29,4.6552,19
1095,2112,두 부분 문자열,"['binary_search', 'dp']",24,2.9167,16
1096,2113,행렬과 피보나치 수,"['linear_algebra', 'kitamasa', 'berlekamp_massey', 'math']",4,2.5,24
1097,2114,동물원 우리,[],1,2,0
1098,2115,갤러리,"['string', 'implementation']",109,1.3303,12
1099,2116,주사위 쌓기,"['bruteforcing', 'implementation']",1572,1.7398,12
1100,2117,원형 댄스,"['combinatorics', 'math']",34,1.8235,8
1101,2118,두 개의 탑,"['prefix_sum', 'two_pointer']",274,2.5073,10
1102,2119,프로그래밍 언어 L,[],0,0,0
1103,2120,셋이 놀기,[],4,4,0
1104,2121,넷이 놀기,"['data_structures', 'binary_search', 'hash_set']",83,2.3133,8
1105,2122,여섯이서 놀기,"['ad_hoc', 'inclusion_and_exclusion', 'combinatorics', 'math']",12,2.3333,19
1106,2123,인간 탑 쌓기,"['sorting', 'greedy']",23,2.7391,16
1107,2124,블록 쌓기,[],3,3,0
1108,2125,좀,"['point_in_convex_polygon', 'line_intersection', 'geometry', 'dijkstra', 'graphs']",35,3.2286,23
1109,2126,지진,"['binary_search', 'mst', 'graphs']",79,2.557,17
1110,2127,Limit Checking,[],2,1.5,0
1111,2128,마지막 조별 시합,"['bruteforcing', 'bitmask']",39,2.6667,13
1112,2129,드라이브 파이널,[],3,2.3333,0
1113,2130,수조,"['binary_search', 'sweeping']",90,5.2222,16
1114,2131,로봇 명령,[],4,2.25,0
1115,2132,나무 위의 벌레,"['bfs', 'dfs', 'graph_traversal', 'trees', 'graphs']",146,5.9521,13
1116,2133,타일 채우기,['dp'],10123,2.8313,11
1117,2134,창고 이전,[],4,2.75,0
1118,2135,문자열 압축하기,"['string', 'dp']",82,2.9146,16
1119,2136,개미,"['ad_hoc', 'math', 'sorting', 'implementation']",293,3.2969,13
1120,2137,가장 가까운 분수,"['bruteforcing', 'math']",90,2.2778,12
1121,2138,전구와 스위치,['greedy'],1402,2.7211,10
1122,2139,나는 너가 살아온 날을 알고 있다,"['arithmetic', 'math', 'implementation']",299,1.4983,4
1123,2140,지뢰찾기,"['greedy', 'implementation']",393,2.6158,11
1124,2141,우체국,"['sorting', 'greedy']",636,3.8569,12
1125,2142,정돈된 배열,"['bruteforcing', 'math']",65,3.0308,14
1126,2143,두 배열의 합,"['prefix_sum', 'binary_search']",3238,3.3326,13
1127,2144,울타리 넘기,[],3,1,0
1128,2145,숫자 놀이,"['math', 'implementation']",755,1.4291,4
1129,2146,다리 만들기,"['graph_traversal', 'graphs', 'bfs']",6295,3.0122,13
1130,2147,자리 배치하기,[],6,1.6667,0
1131,2148,Super 12,"['sorting', 'implementation']",4,1.5,9
1132,2149,암호 해독,"['sorting', 'string', 'implementation']",122,1.8033,7
1133,2150,Strongly Connected Component,"['graphs', 'scc']",2636,2.1195,16
1134,2151,거울 설치,"['graph_traversal', 'graphs', 'bfs']",1036,4.1139,12
1135,2152,여행 계획 세우기,"['graphs', 'dp', 'scc', 'topological_sorting']",486,5.3292,18
1136,2153,소수 단어,"['string', 'primality_test', 'number_theory', 'math']",1754,2.2788,4
1137,2154,수 이어 쓰기 3,"['bruteforcing', 'string', 'implementation']",438,1.5982,4
1138,2155,삼각형의 최단 경로,"['math', 'implementation']",50,2.34,11
1139,2156,포도주 시식,['dp'],22792,3.0533,10
1140,2157,여행,['dp'],809,4.8245,12
1141,2158,산악자전거,"['graphs', 'dijkstra']",28,3.1429,12
1142,2159,케익 배달,['dp'],503,3.3241,14
